These results were downloaded and refreshed on June      25, 2025 at 0:00 a.m. ET. / Ces résultats ont été téléchargés et rafraichis le 25 juin 2025 à 0h HE.													
Electoral district number - Numéro de la circonscription	Electoral district name	Nom de la circonscription	Type of results*	Type de résultats**	Surname - Nom de famille	Middle name(s) - Autre(s) prénom(s)	Given name - Prénom	Political affiliation	Appartenance politique	Votes obtained - Votes obtenus	% Votes obtained - Votes obtenus %	Rejected ballots - Bulletins rejetés***	Total number of ballots cast - Nombre total de votes déposés
24044	Louis-Saint-Laurent--Akiawenhrahk	Louis-Saint-Laurent--Akiawenhrahk	validated	validés	Deltell		Gérard	Conservative	Conservateur	29525	44.9	928	66745
24044	Louis-Saint-Laurent--Akiawenhrahk	Louis-Saint-Laurent--Akiawenhrahk	validated	validés	Ducharme		Colette	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1607	2.4	928	66745
24044	Louis-Saint-Laurent--Akiawenhrahk	Louis-Saint-Laurent--Akiawenhrahk	validated	validés	Leclerc		Anthony	People's Party - PPC	Parti populaire - PPC	527	.8	928	66745
24044	Louis-Saint-Laurent--Akiawenhrahk	Louis-Saint-Laurent--Akiawenhrahk	validated	validés	Pierre		Rhode-Malaure	Liberal	Libéral	21693	33	928	66745
24044	Louis-Saint-Laurent--Akiawenhrahk	Louis-Saint-Laurent--Akiawenhrahk	validated	validés	Trudel		Martin	Bloc Québécois	Bloc Québécois	12465	18.9	928	66745
24045	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	preliminary	préliminaires	Cardona-Fortin		Alexandrah	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2152	3.7	0	57804
24045	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	preliminary	préliminaires	Leitão		Carlos	Liberal	Libéral	30161	52.2	0	57804
24045	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	preliminary	préliminaires	Moran		Janina	Conservative	Conservateur	11900	20.6	0	57804
24045	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	preliminary	préliminaires	Tousignant		Claude	Bloc Québécois	Bloc Québécois	13591	23.5	0	57804
24045	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	validated	validés	Cardona-Fortin		Alexandrah	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2128	3.7	993	58556
24045	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	validated	validés	Leitão		Carlos	Liberal	Libéral	29928	52	993	58556
24045	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	validated	validés	Moran		Janina	Conservative	Conservateur	11923	20.7	993	58556
24045	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	validated	validés	Tousignant		Claude	Bloc Québécois	Bloc Québécois	13584	23.6	993	58556
24046	Mégantic--L'Érable--Lotbinière	Mégantic--L'Érable--Lotbinière	preliminary	préliminaires	Berthold		Luc	Conservative	Conservateur	34418	58.7	0	58608
24046	Mégantic--L'Érable--Lotbinière	Mégantic--L'Érable--Lotbinière	preliminary	préliminaires	D'Astous		Gabriel	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1086	1.9	0	58608
24046	Mégantic--L'Érable--Lotbinière	Mégantic--L'Érable--Lotbinière	preliminary	préliminaires	Gilbert		Yves	Christian Heritage Party	Parti de l'Héritage Chrétien	224	.4	0	58608
24046	Mégantic--L'Érable--Lotbinière	Mégantic--L'Érable--Lotbinière	preliminary	préliminaires	Hurteau		Réjean	Bloc Québécois	Bloc Québécois	9579	16.3	0	58608
24046	Mégantic--L'Érable--Lotbinière	Mégantic--L'Érable--Lotbinière	preliminary	préliminaires	Mckaig		Charles	Liberal	Libéral	12585	21.5	0	58608
24046	Mégantic--L'Érable--Lotbinière	Mégantic--L'Érable--Lotbinière	preliminary	préliminaires	Spacek		Marek	People's Party - PPC	Parti populaire - PPC	716	1.2	0	58608
24046	Mégantic--L'Érable--Lotbinière	Mégantic--L'Érable--Lotbinière	validated	validés	Berthold		Luc	Conservative	Conservateur	34470	58.8	981	59616
24046	Mégantic--L'Érable--Lotbinière	Mégantic--L'Érable--Lotbinière	validated	validés	D'Astous		Gabriel	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1066	1.8	981	59616
24046	Mégantic--L'Érable--Lotbinière	Mégantic--L'Érable--Lotbinière	validated	validés	Gilbert		Yves	Christian Heritage Party	Parti de l'Héritage Chrétien	181	.3	981	59616
24046	Mégantic--L'Érable--Lotbinière	Mégantic--L'Érable--Lotbinière	validated	validés	Hurteau		Réjean	Bloc Québécois	Bloc Québécois	9607	16.4	981	59616
24046	Mégantic--L'Érable--Lotbinière	Mégantic--L'Érable--Lotbinière	validated	validés	Mckaig		Charles	Liberal	Libéral	12594	21.5	981	59616
24046	Mégantic--L'Érable--Lotbinière	Mégantic--L'Érable--Lotbinière	validated	validés	Spacek		Marek	People's Party - PPC	Parti populaire - PPC	717	1.2	981	59616
24047	Mirabel	Mirabel	preliminary	préliminaires	Batten		Albert	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1417	2.6	0	55192
24047	Mirabel	Mirabel	preliminary	préliminaires	Dubord		Serge	Conservative	Conservateur	12335	22.3	0	55192
24047	Mirabel	Mirabel	preliminary	préliminaires	Fleming		Robert	Liberal	Libéral	18308	33.2	0	55192
24047	Mirabel	Mirabel	preliminary	préliminaires	Garon		Jean-Denis	Bloc Québécois	Bloc Québécois	21958	39.8	0	55192
24047	Mirabel	Mirabel	preliminary	préliminaires	Guay		Mario	Green Party	Parti Vert	783	1.4	0	55192
24047	Mirabel	Mirabel	preliminary	préliminaires	Montpetit		Christian	People's Party - PPC	Parti populaire - PPC	391	.7	0	55192
24047	Mirabel	Mirabel	validated	validés	Batten		Albert	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1333	2.4	885	57244
24047	Mirabel	Mirabel	validated	validés	Dubord		Serge	Conservative	Conservateur	12544	22.3	885	57244
24047	Mirabel	Mirabel	validated	validés	Fleming		Robert	Liberal	Libéral	18796	33.4	885	57244
24047	Mirabel	Mirabel	validated	validés	Garon		Jean-Denis	Bloc Québécois	Bloc Québécois	22494	39.9	885	57244
24047	Mirabel	Mirabel	validated	validés	Guay		Mario	Green Party	Parti Vert	792	1.4	885	57244
24047	Mirabel	Mirabel	validated	validés	Montpetit		Christian	People's Party - PPC	Parti populaire - PPC	400	.7	885	57244
24048	Mount Royal	Mont-Royal	preliminary	préliminaires	Frank		Adam	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2353	4.7	0	50020
24048	Mount Royal	Mont-Royal	preliminary	préliminaires	Housefather		Anthony	Liberal	Libéral	25543	51.1	0	50020
24048	Mount Royal	Mont-Royal	preliminary	préliminaires	Johnston		Diane	Marxist-Leninist	Marxiste-Léniniste	216	.4	0	50020
24048	Mount Royal	Mont-Royal	preliminary	préliminaires	Komarov		Yegor	Bloc Québécois	Bloc Québécois	1671	3.3	0	50020
24048	Mount Royal	Mont-Royal	preliminary	préliminaires	Oberman		Neil	Conservative	Conservateur	20237	40.5	0	50020
24048	Mount Royal	Mont-Royal	validated	validés	Frank		Adam	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2353	4.7	707	50735
24048	Mount Royal	Mont-Royal	validated	validés	Housefather		Anthony	Liberal	Libéral	25544	51.1	707	50735
24048	Mount Royal	Mont-Royal	validated	validés	Johnston		Diane	Marxist-Leninist	Marxiste-Léniniste	216	.4	707	50735
24048	Mount Royal	Mont-Royal	validated	validés	Komarov		Yegor	Bloc Québécois	Bloc Québécois	1671	3.3	707	50735
24048	Mount Royal	Mont-Royal	validated	validés	Oberman		Neil	Conservative	Conservateur	20244	40.5	707	50735
24049	Mont-Saint-Bruno--L'Acadie	Mont-Saint-Bruno--L'Acadie	preliminary	préliminaires	Godin		Nicolas	Conservative	Conservateur	9275	13.6	0	68245
24049	Mont-Saint-Bruno--L'Acadie	Mont-Saint-Bruno--L'Acadie	preliminary	préliminaires	Korpijaakko		Maria	Green Party	Parti Vert	825	1.2	0	68245
24049	Mont-Saint-Bruno--L'Acadie	Mont-Saint-Bruno--L'Acadie	preliminary	préliminaires	Leins		Mirabelle	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1843	2.7	0	68245
24049	Mont-Saint-Bruno--L'Acadie	Mont-Saint-Bruno--L'Acadie	preliminary	préliminaires	Ntumba		Bienvenu-Olivier	Liberal	Libéral	32039	46.9	0	68245
24049	Mont-Saint-Bruno--L'Acadie	Mont-Saint-Bruno--L'Acadie	preliminary	préliminaires	Rochon		Patrick	People's Party - PPC	Parti populaire - PPC	397	.6	0	68245
24049	Mont-Saint-Bruno--L'Acadie	Mont-Saint-Bruno--L'Acadie	preliminary	préliminaires	Rouillard		Noémie	Bloc Québécois	Bloc Québécois	23866	35	0	68245
24049	Mont-Saint-Bruno--L'Acadie	Mont-Saint-Bruno--L'Acadie	validated	validés	Godin		Nicolas	Conservative	Conservateur	9335	13.7	871	69122
24049	Mont-Saint-Bruno--L'Acadie	Mont-Saint-Bruno--L'Acadie	validated	validés	Korpijaakko		Maria	Green Party	Parti Vert	833	1.2	871	69122
24049	Mont-Saint-Bruno--L'Acadie	Mont-Saint-Bruno--L'Acadie	validated	validés	Leins		Mirabelle	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1590	2.3	871	69122
24049	Mont-Saint-Bruno--L'Acadie	Mont-Saint-Bruno--L'Acadie	validated	validés	Ntumba		Bienvenu-Olivier	Liberal	Libéral	32149	47.1	871	69122
24049	Mont-Saint-Bruno--L'Acadie	Mont-Saint-Bruno--L'Acadie	validated	validés	Rochon		Patrick	People's Party - PPC	Parti populaire - PPC	397	.6	871	69122
24049	Mont-Saint-Bruno--L'Acadie	Mont-Saint-Bruno--L'Acadie	validated	validés	Rouillard		Noémie	Bloc Québécois	Bloc Québécois	23947	35.1	871	69122
24050	Montcalm	Montcalm	preliminary	préliminaires	Badran		Fatima	Liberal	Libéral	15769	27	0	58509
24050	Montcalm	Montcalm	preliminary	préliminaires	Lepage		Jean-Sébastien	Conservative	Conservateur	13589	23.2	0	58509
24050	Montcalm	Montcalm	preliminary	préliminaires	Perreault		Denis	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1883	3.2	0	58509
24050	Montcalm	Montcalm	preliminary	préliminaires	Thériault		Luc	Bloc Québécois	Bloc Québécois	27268	46.6	0	58509
24050	Montcalm	Montcalm	validated	validés	Badran		Fatima	Liberal	Libéral	15769	26.9	1291	59810
24050	Montcalm	Montcalm	validated	validés	Lepage		Jean-Sébastien	Conservative	Conservateur	13589	23.2	1291	59810
24050	Montcalm	Montcalm	validated	validés	Perreault		Denis	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1893	3.2	1291	59810
24050	Montcalm	Montcalm	validated	validés	Thériault		Luc	Bloc Québécois	Bloc Québécois	27268	46.6	1291	59810
24051	Montmorency--Charlevoix	Montmorency--Charlevoix	preliminary	préliminaires	Briand		Gérard	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	907	1.5	0	59144
24051	Montmorency--Charlevoix	Montmorency--Charlevoix	preliminary	préliminaires	Cortenbach		Bart	People's Party - PPC	Parti populaire - PPC	357	.6	0	59144
24051	Montmorency--Charlevoix	Montmorency--Charlevoix	preliminary	préliminaires	Desbiens		Caroline	Bloc Québécois	Bloc Québécois	19697	33.3	0	59144
24051	Montmorency--Charlevoix	Montmorency--Charlevoix	preliminary	préliminaires	Hardy		Gabriel	Conservative	Conservateur	20493	34.6	0	59144
24051	Montmorency--Charlevoix	Montmorency--Charlevoix	preliminary	préliminaires	Ouellet-Bélanger		Alex	Liberal	Libéral	17110	28.9	0	59144
24051	Montmorency--Charlevoix	Montmorency--Charlevoix	preliminary	préliminaires	Prud'Homme-Tessier		Élie	Green Party	Parti Vert	580	1	0	59144
24051	Montmorency--Charlevoix	Montmorency--Charlevoix	validated	validés	Briand		Gérard	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	905	1.5	732	60139
24051	Montmorency--Charlevoix	Montmorency--Charlevoix	validated	validés	Cortenbach		Bart	People's Party - PPC	Parti populaire - PPC	357	.6	732	60139
24051	Montmorency--Charlevoix	Montmorency--Charlevoix	validated	validés	Desbiens		Caroline	Bloc Québécois	Bloc Québécois	19970	33.6	732	60139
24051	Montmorency--Charlevoix	Montmorency--Charlevoix	validated	validés	Hardy		Gabriel	Conservative	Conservateur	20494	34.5	732	60139
24051	Montmorency--Charlevoix	Montmorency--Charlevoix	validated	validés	Ouellet-Bélanger		Alex	Liberal	Libéral	17101	28.8	732	60139
24051	Montmorency--Charlevoix	Montmorency--Charlevoix	validated	validés	Prud'Homme-Tessier		Élie	Green Party	Parti Vert	580	1	732	60139
24052	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	preliminary	préliminaires	Brault		Félix-Antoine	Bloc Québécois	Bloc Québécois	2644	5	0	53365
24052	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	preliminary	préliminaires	Downey		Arnold	Green Party	Parti Vert	1323	2.5	0	53365
24052	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	preliminary	préliminaires	Drabkin		Neil	Conservative	Conservateur	10517	19.7	0	53365
24052	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	preliminary	préliminaires	Gainey		Anna	Liberal	Libéral	34116	63.9	0	53365
24052	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	preliminary	préliminaires	Hensley		Stephen	Parti Rhinocéros Party	Parti Rhinocéros Party	126	.2	0	53365
24052	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	preliminary	préliminaires	Hoffman		Rachel	Marxist-Leninist	Marxiste-Léniniste	162	.3	0	53365
24052	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	preliminary	préliminaires	Lewis-Richmond		Malcolm	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3954	7.4	0	53365
24052	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	preliminary	préliminaires	Montagano		Alex Trainman	Independent	Indépendant(e)	264	.5	0	53365
24052	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	preliminary	préliminaires	Perez		Marc	People's Party - PPC	Parti populaire - PPC	259	.5	0	53365
24052	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	validated	validés	Brault		Félix-Antoine	Bloc Québécois	Bloc Québécois	2652	5	482	53972
24052	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	validated	validés	Downey		Arnold	Green Party	Parti Vert	1331	2.5	482	53972
24052	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	validated	validés	Drabkin		Neil	Conservative	Conservateur	10517	19.7	482	53972
24052	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	validated	validés	Gainey		Anna	Liberal	Libéral	34226	64	482	53972
24052	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	validated	validés	Hensley		Stephen	Parti Rhinocéros Party	Parti Rhinocéros Party	126	.2	482	53972
24052	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	validated	validés	Hoffman		Rachel	Marxist-Leninist	Marxiste-Léniniste	162	.3	482	53972
24052	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	validated	validés	Lewis-Richmond		Malcolm	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3956	7.4	482	53972
24052	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	validated	validés	Montagano		Alex Trainman	Independent	Indépendant(e)	264	.5	482	53972
24052	Notre-Dame-de-Grâce--Westmount	Notre-Dame-de-Grâce--Westmount	validated	validés	Perez		Marc	People's Party - PPC	Parti populaire - PPC	256	.5	482	53972
24053	Outremont	Outremont	preliminary	préliminaires	Bendayan		Rachel	Liberal	Libéral	26024	55.2	0	47142
24053	Outremont	Outremont	preliminary	préliminaires	Lebeuf		Rémi	Bloc Québécois	Bloc Québécois	5644	12	0	47142
24053	Outremont	Outremont	preliminary	préliminaires	Pedneault		Jonathan	Green Party	Parti Vert	4539	9.6	0	47142
24053	Outremont	Outremont	preliminary	préliminaires	Péclet		Ève	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5024	10.7	0	47142
24053	Outremont	Outremont	preliminary	préliminaires	Reich		Ronan	Conservative	Conservateur	5911	12.5	0	47142
24053	Outremont	Outremont	validated	validés	Bendayan		Rachel	Liberal	Libéral	26024	55.2	606	47748
24053	Outremont	Outremont	validated	validés	Lebeuf		Rémi	Bloc Québécois	Bloc Québécois	5644	12	606	47748
24053	Outremont	Outremont	validated	validés	Pedneault		Jonathan	Green Party	Parti Vert	4539	9.6	606	47748
24053	Outremont	Outremont	validated	validés	Péclet		Ève	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5024	10.7	606	47748
24053	Outremont	Outremont	validated	validés	Reich		Ronan	Conservative	Conservateur	5911	12.5	606	47748
24054	Papineau	Papineau	preliminary	préliminaires	Cherney		Noah	People's Party - PPC	Parti populaire - PPC	443	1	0	45874
24054	Papineau	Papineau	preliminary	préliminaires	Colly		Garnet	Marxist-Leninist	Marxiste-Léniniste	206	.4	0	45874
24054	Papineau	Papineau	preliminary	préliminaires	Doucet		Stéphane	Communist	Communiste	314	.7	0	45874
24054	Papineau	Papineau	preliminary	préliminaires	Forget Bélec		Sophy	Bloc Québécois	Bloc Québécois	7643	16.7	0	45874
24054	Papineau	Papineau	preliminary	préliminaires	Michel		Marjorie	Liberal	Libéral	24240	52.8	0	45874
24054	Papineau	Papineau	preliminary	préliminaires	Ricardo		Niall	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7542	16.4	0	45874
24054	Papineau	Papineau	preliminary	préliminaires	Rivera		Julio	Conservative	Conservateur	4808	10.5	0	45874
24054	Papineau	Papineau	preliminary	préliminaires	Watso		Xavier	Parti Rhinocéros Party	Parti Rhinocéros Party	678	1.5	0	45874
24054	Papineau	Papineau	validated	validés	Cherney		Noah	People's Party - PPC	Parti populaire - PPC	455	1	640	47259
24054	Papineau	Papineau	validated	validés	Colly		Garnet	Marxist-Leninist	Marxiste-Léniniste	208	.4	640	47259
24054	Papineau	Papineau	validated	validés	Doucet		Stéphane	Communist	Communiste	321	.7	640	47259
24054	Papineau	Papineau	validated	validés	Forget Bélec		Sophy	Bloc Québécois	Bloc Québécois	7726	16.6	640	47259
24054	Papineau	Papineau	validated	validés	Michel		Marjorie	Liberal	Libéral	24700	53	640	47259
24054	Papineau	Papineau	validated	validés	Ricardo		Niall	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7606	16.3	640	47259
24054	Papineau	Papineau	validated	validés	Rivera		Julio	Conservative	Conservateur	4927	10.6	640	47259
24054	Papineau	Papineau	validated	validés	Watso		Xavier	Parti Rhinocéros Party	Parti Rhinocéros Party	676	1.5	640	47259
24055	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	preliminary	préliminaires	Barsalou-Duval		Xavier	Bloc Québécois	Bloc Québécois	28764	46.1	0	62445
24055	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	preliminary	préliminaires	Blais		Alexandre	People's Party - PPC	Parti populaire - PPC	528	.8	0	62445
24055	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	preliminary	préliminaires	Filion		Jean-François	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1541	2.5	0	62445
24055	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	preliminary	préliminaires	Kunda		Vincent	Conservative	Conservateur	7405	11.9	0	62445
24055	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	preliminary	préliminaires	de Casanove		Laurent	Liberal	Libéral	24207	38.8	0	62445
24055	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	validated	validés	Barsalou-Duval		Xavier	Bloc Québécois	Bloc Québécois	28765	46.1	796	63222
24055	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	validated	validés	Blais		Alexandre	People's Party - PPC	Parti populaire - PPC	528	.8	796	63222
24055	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	validated	validés	Filion		Jean-François	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1541	2.5	796	63222
24055	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	validated	validés	Kunda		Vincent	Conservative	Conservateur	7375	11.8	796	63222
24055	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	validated	validés	de Casanove		Laurent	Liberal	Libéral	24217	38.8	796	63222
24056	Pierrefonds--Dollard	Pierrefonds--Dollard	preliminary	préliminaires	Archambault		Katrina	Bloc Québécois	Bloc Québécois	3091	5.4	0	57021
24056	Pierrefonds--Dollard	Pierrefonds--Dollard	preliminary	préliminaires	Khan		Shahid	Independent	Indépendant(e)	277	.5	0	57021
24056	Pierrefonds--Dollard	Pierrefonds--Dollard	preliminary	préliminaires	Kouassi		Kakou Richard	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1597	2.8	0	57021
24056	Pierrefonds--Dollard	Pierrefonds--Dollard	preliminary	préliminaires	Mobayed		Eyad	No Affiliation	Aucune appartenance	55	.1	0	57021
24056	Pierrefonds--Dollard	Pierrefonds--Dollard	preliminary	préliminaires	Nash		Gordon	People's Party - PPC	Parti populaire - PPC	334	.6	0	57021
24056	Pierrefonds--Dollard	Pierrefonds--Dollard	preliminary	préliminaires	Toledano		Tanya	Conservative	Conservateur	17437	30.6	0	57021
24056	Pierrefonds--Dollard	Pierrefonds--Dollard	preliminary	préliminaires	Zuberi		Sameer	Liberal	Libéral	34230	60	0	57021
24056	Pierrefonds--Dollard	Pierrefonds--Dollard	validated	validés	Archambault		Katrina	Bloc Québécois	Bloc Québécois	3097	5.4	568	57704
24056	Pierrefonds--Dollard	Pierrefonds--Dollard	validated	validés	Khan		Shahid	Independent	Indépendant(e)	266	.5	568	57704
